rodent_uid,trap_uid,clean_names,genus,sub_family,family,sex,age_group,weight,head_body,cut_tail,hind_foot,ear,length_skull,testes,seminal_vesicles,vagina_perforate,teats_visible,pairs_teats,number_embryos,notes,all_samples,source_data,village,visit,trap_night,grid_number,trap_number
9_SEI_003,seilama_9_1_2_91,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,female,adult,14,100,no,14,6,39,NA,NA,yes,yes,4,0,NA,yes,ODK,seilama,9,1,2,91
9_SEI_002,seilama_9_1_2_65,mus_setulosus,mus,murinae,muridae,male,adult,9,69,no,15,10,27,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,9,1,2,65
9_SEI_001,seilama_9_1_2_53,praomys_rostratus,praomys,murinae,muridae,female,adult,24,94,no,20,15,40,NA,NA,yes,yes,3,0,NA,yes,ODK,seilama,9,1,2,53
9_LAL_012,lalehun_9_4_7_320,mastomys_natalensis,mastomys,murinae,muridae,male,adult,47,129,no,23,16,40,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,9,4,7,320
9_LAL_011,lalehun_9_4_7_251,lophuromys_sikapusi,lophuromys,murinae,muridae,female,juvenile,11,81,no,17,9,34,NA,NA,no,yes,5,0,NA,yes,ODK,lalehun,9,4,7,251
9_LAL_010,lalehun_9_3_5_184,lemniscomys_striatus,lemniscomys,murinae,muridae,male,juvenile,29,105,no,30,15,34,internal,no,NA,NA,NA,NA,NA,no,ODK,lalehun,9,3,5,184
9_LAL_009,lalehun_9_3_5_169,mus_setulosus,mus,murinae,muridae,female,adult,6,59,no,16,8,26,NA,NA,yes,yes,3,0,NA,yes,ODK,lalehun,9,3,5,169
9_LAL_008,lalehun_9_3_2_55,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,26,131,no,19,7,41,NA,NA,yes,yes,3,1,NA,no,ODK,lalehun,9,3,2,55
9_LAL_007,lalehun_9_3_1_15,crocidura_grandiceps,crocidura,crocidurinae,soricidae,female,adult,11,89,no,12,4,36,NA,NA,yes,yes,4,0,NA,yes,ODK,lalehun,9,3,1,15
9_LAL_006,lalehun_9_2_7_302,rattus_rattus,rattus,murinae,muridae,male,juvenile,48,140,no,31,20,42,internal,no,NA,NA,NA,NA,NA,no,ODK,lalehun,9,2,7,302
9_LAL_005,lalehun_9_2_5_152,praomys_rostratus,praomys,murinae,muridae,female,adult,19,89,yes,15,10,29,NA,NA,yes,yes,5,3,NA,yes,ODK,lalehun,9,2,5,152
9_LAL_004,lalehun_9_2_3_146,mus_setulosus,mus,murinae,muridae,female,adult,12,74,no,15,9,27,NA,NA,yes,yes,3,0,NA,yes,ODK,lalehun,9,2,3,146
9_LAL_003,lalehun_9_1_7_320,praomys_rostratus,praomys,murinae,muridae,female,adult,52,137,no,22,16,45,NA,NA,yes,yes,4,4,NA,yes,ODK,lalehun,9,1,7,320
9_LAL_002,lalehun_9_1_7_316,rattus_rattus,rattus,murinae,muridae,female,adult,122,175,no,32,21,53,NA,NA,yes,yes,5,0,NA,yes,ODK,lalehun,9,1,7,316
9_LAL_001,lalehun_9_1_7_308,hylomyscus_simus,hylomyscus,murinae,muridae,female,adult,19,89,no,18,12,29,NA,NA,yes,yes,3,0,NA,no,ODK,lalehun,9,1,7,308
8_BAI_014,baiama_8_1_3_121,malacomys_edwardsi,malacomys,murinae,muridae,female,adult,40,119,no,24,17,32,NA,NA,yes,yes,6,0,NA,yes,ODK,baiama,8,1,3,121
8_BAI_013,baiama_8_1_3_102,malacomys_edwardsi,malacomys,murinae,muridae,female,adult,69,143,no,33,25,43,NA,NA,yes,yes,2,4,NA,yes,ODK,baiama,8,1,3,102
8_SEI_010,seilama_8_4_7_254,praomys_rostratus,praomys,murinae,muridae,male,adult,46,130,no,24,18,40,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,8,4,7,254
8_SEI_009,seilama_8_4_4_157,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,21,119,no,18,6,41,NA,NA,yes,yes,3,0,NA,no,ODK,seilama,8,4,4,157
8_SEI_008,seilama_8_3_7_254,mastomys_natalensis,mastomys,murinae,muridae,male,adult,66,142,no,24,16,40,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,8,3,7,254
8_SEI_007,seilama_8_3_4_186,crocidura_grandiceps,crocidura,crocidurinae,soricidae,female,juvenile,8,76,no,14,6,31,NA,NA,no,no,NA,0,NA,no,ODK,seilama,8,3,4,186
8_SEI_006,seilama_8_2_4_156,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,male,juvenile,13,96,no,15,6,32,internal,no,NA,NA,NA,NA,NA,yes,ODK,seilama,8,2,4,156
8_SEI_005,seilama_8_2_2_61,praomys_rostratus,praomys,murinae,muridae,male,adult,24,119,no,25,16,35,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,8,2,2,61
8_SEI_004,seilama_8_1_7_324,rattus_rattus,rattus,murinae,muridae,male,adult,22,96,no,26,18,34,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,8,1,7,324
8_SEI_003,seilama_8_1_7_300,mastomys_natalensis,mastomys,murinae,muridae,male,adult,59,133,no,22,14,34,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,8,1,7,300
8_SEI_002,seilama_8_1_7_261,mastomys_natalensis,mastomys,murinae,muridae,male,adult,44,122,no,24,14,27,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,8,1,7,261
8_SEI_001,seilama_8_1_7_252,praomys_rostratus,praomys,murinae,muridae,female,adult,16,82,no,17,12,28,NA,NA,yes,yes,5,0,NA,yes,ODK,seilama,8,1,7,252
8_BAI_012,baiama_8_4_7_198,rattus_rattus,rattus,murinae,muridae,female,adult,110,178,no,35,25,43,NA,NA,yes,yes,4,6,NA,yes,ODK,baiama,8,4,7,198
8_BAI_011,baiama_8_4_7_197,mastomys_natalensis,mastomys,murinae,muridae,female,adult,49,133,yes,24,18,33,NA,NA,yes,yes,4,0,NA,yes,ODK,baiama,8,4,7,197
8_BAI_010,baiama_8_3_7_211,mastomys_natalensis,mastomys,murinae,muridae,female,adult,65,125,no,24,18,27,NA,NA,yes,yes,11,6,NA,yes,ODK,baiama,8,3,7,211
8_BAI_009,baiama_8_3_4_187,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,50,122,no,23,17,30,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,8,3,4,187
8_BAI_008,baiama_8_3_4_172,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,34,122,no,20,11,32,internal,yes,NA,NA,NA,NA,NA,no,ODK,baiama,8,3,4,172
8_BAI_007,baiama_8_3_4_153,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,20,103,no,16,12,27,internal,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,8,3,4,153
8_BAI_006,baiama_8_3_4_152,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,51,129,no,22,17,26,external,yes,NA,NA,NA,NA,NA,no,ODK,baiama,8,3,4,152
8_BAI_005,baiama_8_3_4_150,lophuromys_sikapusi,lophuromys,murinae,muridae,female,adult,38,107,yes,22,17,25,NA,NA,yes,yes,3,0,NA,yes,ODK,baiama,8,3,4,150
8_LAM_004,lambayama_8_2_7_225,mus_musculus,mus,murinae,muridae,female,adult,15,80,yes,15,14,17,NA,NA,yes,yes,3,3,NA,yes,ODK,lambayama,8,2,7,225
8_LAM_003,lambayama_8_2_2_79,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,30,120,no,19,12,31,internal,yes,NA,NA,NA,NA,NA,no,ODK,lambayama,8,2,2,79
8_LAL_004,lalehun_8_2_5_210,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,16,101,no,19,9,35,NA,NA,yes,yes,3,2,NA,yes,ODK,lalehun,8,2,5,210
8_LAM_002,lambayama_8_1_3_123,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,26,130,no,18,12,30,NA,NA,yes,yes,3,4,NA,yes,ODK,lambayama,8,1,3,123
8_LAM_001,lambayama_8_1_3_134,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,28,124,no,18,12,32,NA,NA,yes,yes,2,0,NA,no,ODK,lambayama,8,1,3,134
8_LAL_007,lalehun_8_4_3_137,mastomys_natalensis,mastomys,murinae,muridae,female,adult,52,125,no,25,18,28,NA,NA,yes,yes,6,0,NA,yes,ODK,lalehun,8,4,3,137
8_LAL_011,lalehun_8_4_7_342,mastomys_natalensis,mastomys,murinae,muridae,male,juvenile,6,66,no,17,12,19,internal,no,NA,NA,NA,NA,NA,no,ODK,lalehun,8,4,7,342
8_LAL_010,lalehun_8_4_7_330,mastomys_natalensis,mastomys,murinae,muridae,male,juvenile,30,115,no,28,20,30,external,no,NA,NA,NA,NA,NA,yes,ODK,lalehun,8,4,7,330
8_LAL_009,lalehun_8_4_7_322,rattus_rattus,rattus,murinae,muridae,male,juvenile,26,99,no,27,19,26,external,no,NA,NA,NA,NA,NA,no,ODK,lalehun,8,4,7,322
8_LAL_008,lalehun_8_4_7_312,rattus_rattus,rattus,murinae,muridae,male,adult,79,152,no,30,22,32,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,8,4,7,312
8_LAL_006,lalehun_8_3_2_89,mastomys_natalensis,mastomys,murinae,muridae,female,adult,70,140,no,22,20,32,NA,NA,yes,yes,9,11,NA,yes,ODK,lalehun,8,3,2,89
8_LAL_005,lalehun_8_3_2_75,lophuromys_sikapusi,lophuromys,murinae,muridae,female,adult,76,130,no,20,17,30,NA,NA,yes,yes,2,2,NA,yes,ODK,lalehun,8,3,2,75
8_LAL_003,lalehun_8_1_7_338,rattus_rattus,rattus,murinae,muridae,male,adult,71,141,no,31,19,45,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,8,1,7,338
8_LAL_002,lalehun_8_1_7_301,rattus_rattus,rattus,murinae,muridae,female,adult,47,130,no,30,22,32,NA,NA,yes,yes,4,0,NA,yes,ODK,lalehun,8,1,7,301
8_LAL_001,lalehun_8_1_2_58,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,25,101,no,20,10,30,NA,NA,yes,yes,3,2,NA,no,ODK,lalehun,8,1,2,58
7_SEI_005,seilama_7_3_1_43,rattus_rattus,rattus,murinae,muridae,male,juvenile,18,91,no,24,14,34,external,no,NA,NA,NA,NA,NA,yes,ODK,seilama,7,3,1,43
7_SEI_004,seilama_7_2_5_231,praomys_rostratus,praomys,murinae,muridae,female,adult,47,137,no,22,19,30,NA,NA,yes,yes,3,3,NA,yes,ODK,seilama,7,2,5,231
7_SEI_003,seilama_7_4_4_169,mus_setulosus,mus,murinae,muridae,NA,not_known,15,82,no,15,12,20,NA,NA,NA,NA,NA,NA,NA,yes,ODK,seilama,7,4,4,169
7_SEI_002,seilama_7_2_1_3,praomys_rostratus,praomys,murinae,muridae,female,adult,40,110,no,22,18,25,NA,NA,yes,yes,3,4,NA,yes,ODK,seilama,7,2,1,3
7_SEI_001,seilama_7_1_1_33,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,30,121,no,19,10,34,internal,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,7,1,1,33
7_LAM_014,lambayama_7_4_7_281,mus_musculus,mus,murinae,muridae,male,adult,8,70,no,16,14,24,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,7,4,7,281
7_LAM_013,lambayama_7_4_7_250,mus_musculus,mus,murinae,muridae,female,adult,18,75,no,17,13,23,NA,NA,yes,yes,3,4,NA,yes,ODK,lambayama,7,4,7,250
7_LAM_012,lambayama_7_4_4_174,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,29,110,no,19,8,31,internal,yes,NA,NA,NA,NA,NA,no,ODK,lambayama,7,4,4,174
7_LAM_011,lambayama_7_4_1_34,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,male,adult,19,93,no,15,7,33,internal,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,7,4,1,34
7_LAM_010,lambayama_7_3_1_3,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,25,111,no,26,13,35,internal,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,7,3,1,3
7_LAM_006,lambayama_7_1_7_288,mus_musculus,mus,murinae,muridae,female,adult,14,92,no,16,12,26,NA,NA,yes,yes,3,3,NA,yes,ODK,lambayama,7,1,7,288
7_LAM_005,lambayama_7_1_7_248,mus_musculus,mus,murinae,muridae,female,adult,13,80,no,16,11,22,NA,NA,yes,yes,3,0,NA,yes,ODK,lambayama,7,1,7,248
7_LAM_004,lambayama_7_1_7_246,mus_musculus,mus,murinae,muridae,male,adult,12,74,no,17,12,25,external,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,7,1,7,246
7_LAM_003,lambayama_7_1_4_182,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,30,123,no,20,10,45,NA,NA,yes,yes,3,0,NA,no,ODK,lambayama,7,1,4,182
7_LAM_002,lambayama_7_1_4_148,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,32,129,no,22,12,41,internal,yes,NA,NA,NA,NA,NA,yes,ODK,lambayama,7,1,4,148
7_LAM_001,lambayama_7_1_1_35,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,female,juvenile,16,98,no,17,9,32,NA,NA,no,no,NA,0,NA,yes,ODK,lambayama,7,1,1,35
7_BAI_022,baiama_7_4_7_281,mastomys_natalensis,mastomys,murinae,muridae,male,adult,18,90,no,22,16,22,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,7,4,7,281
7_BAI_021,baiama_7_4_7_268,mastomys_natalensis,mastomys,murinae,muridae,female,adult,42,131,no,25,17,25,NA,NA,yes,yes,10,0,NA,yes,ODK,baiama,7,4,7,268
7_BAI_020,baiama_7_4_7_255,rattus_rattus,rattus,murinae,muridae,male,juvenile,11,77,no,22,16,25,internal,no,NA,NA,NA,NA,NA,no,ODK,baiama,7,4,7,255
7_BAI_019,baiama_7_4_3_107,rattus_rattus,rattus,murinae,muridae,male,adult,105,161,no,30,22,32,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,7,4,3,107
7_BAI_018,baiama_7_3_7_292,rattus_rattus,rattus,murinae,muridae,male,adult,48,114,no,32,23,34,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,7,3,7,292
7_BAI_017,baiama_7_3_7_291,mastomys_natalensis,mastomys,murinae,muridae,male,adult,48,128,no,25,18,33,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,7,3,7,291
7_BAI_016,baiama_7_3_7_279,rattus_rattus,rattus,murinae,muridae,male,adult,26,95,no,26,18,30,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,7,3,7,279
7_BAI_015,baiama_7_3_7_271,mastomys_natalensis,mastomys,murinae,muridae,male,adult,76,138,no,24,19,33,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,7,3,7,271
7_BAI_014,baiama_7_3_7_263,rattus_rattus,rattus,murinae,muridae,female,adult,62,125,no,31,24,27,NA,NA,yes,yes,3,0,NA,yes,ODK,baiama,7,3,7,263
7_BAI_013,baiama_7_3_4_160,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,female,adult,23,93,no,23,7,28,NA,NA,yes,yes,2,2,NA,no,ODK,baiama,7,3,4,160
7_LAL_007,lalehun_7_2_7_295,rattus_rattus,rattus,murinae,muridae,female,adult,37,115,no,33,23,36,NA,NA,yes,yes,0,0,NA,yes,ODK,lalehun,7,2,7,295
7_LAL_006,lalehun_7_2_3_110,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,male,adult,18,94,no,17,5,25,internal,yes,NA,NA,NA,NA,NA,no,ODK,lalehun,7,2,3,110
7_LAL_005,lalehun_7_2_3_105,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,22,102,no,17,8,29,internal,yes,NA,NA,NA,NA,NA,no,ODK,lalehun,7,2,3,105
5_LAL_099,lalehun_5_1_1_16,mastomys_natalensis,mastomys,murinae,muridae,male,adult,29,105,no,24,18,30,external,yes,NA,NA,NA,NA,NA,no,ODK,lalehun,5,1,1,16
7_BAI_012,baiama_7_2_7_279,rattus_rattus,rattus,murinae,muridae,female,adult,65,147,no,30,22,34,NA,NA,yes,yes,5,0,NA,yes,ODK,baiama,7,2,7,279
7_BAI_011,baiama_7_2_7_263,rattus_rattus,rattus,murinae,muridae,female,adult,72,145,no,30,21,35,NA,NA,yes,yes,5,0,NA,yes,ODK,baiama,7,2,7,263
7_BAI_010,baiama_7_2_7_251,rattus_rattus,rattus,murinae,muridae,female,adult,80,145,no,30,22,30,NA,NA,yes,yes,5,2,NA,yes,ODK,baiama,7,2,7,251
7_BAI_009,baiama_7_2_7_211,rattus_rattus,rattus,murinae,muridae,male,adult,45,122,no,30,22,30,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,7,2,7,211
7_BAI_008,baiama_7_2_4_181,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,33,125,no,19,10,30,internal,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,7,2,4,181
7_BAI_007,baiama_7_2_4_175,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,35,119,no,20,10,31,internal,yes,NA,NA,NA,NA,NA,no,ODK,baiama,7,2,4,175
7_BAI_006,baiama_7_2_4_162,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,40,135,no,20,10,32,internal,yes,NA,NA,NA,NA,NA,no,ODK,baiama,7,2,4,162
7_BAI_005,baiama_7_2_3_140,mastomys_natalensis,mastomys,murinae,muridae,male,adult,56,126,no,25,17,27,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,7,2,3,140
7_BAI_004,baiama_7_2_3_138,rattus_rattus,rattus,murinae,muridae,male,juvenile,16,77,no,20,18,23,internal,no,NA,NA,NA,NA,NA,yes,ODK,baiama,7,2,3,138
7_BAI_003,baiama_7_2_3_103,hybomys_planifrons,hybomys,murinae,muridae,male,adult,44,114,no,27,15,30,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,7,2,3,103
7_BAI_002,baiama_7_1_7_292,rattus_rattus,rattus,murinae,muridae,male,juvenile,18,77,no,21,14,29,internal,no,NA,NA,NA,NA,NA,yes,ODK,baiama,7,1,7,292
7_BAI_001,baiama_7_1_7_274,mastomys_natalensis,mastomys,murinae,muridae,male,adult,71,136,no,24,16,37,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,7,1,7,274
7_LAL_013,lalehun_7_4_7_325,mastomys_natalensis,mastomys,murinae,muridae,female,adult,38,124,no,24,15,25,NA,NA,yes,yes,9,0,NA,yes,ODK,lalehun,7,4,7,325
7_LAL_009,lalehun_7_3_3_114,rattus_rattus,rattus,murinae,muridae,male,adult,110,185,no,35,23,36,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,7,3,3,114
7_LAL_008,lalehun_7_3_1_10,mastomys_natalensis,mastomys,murinae,muridae,male,adult,51,130,no,24,18,29,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,7,3,1,10
7_LAL_010,lalehun_7_3_7_299,rattus_rattus,rattus,murinae,muridae,male,adult,96,160,no,33,23,35,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,7,3,7,299
7_LAL_012,lalehun_7_3_7_340,mastomys_natalensis,mastomys,murinae,muridae,female,adult,45,111,no,23,16,25,NA,NA,yes,yes,10,0,NA,yes,ODK,lalehun,7,3,7,340
7_LAL_011,lalehun_7_3_7_306,mastomys_natalensis,mastomys,murinae,muridae,male,adult,25,100,no,22,16,20,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,7,3,7,306
7_LAL_004,lalehun_7_1_5_202,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,male,juvenile,21,97,no,17,9,24,internal,no,NA,NA,NA,NA,NA,no,ODK,lalehun,7,1,5,202
7_LAL_003,lalehun_7_1_7_296,rattus_rattus,rattus,murinae,muridae,male,adult,100,164,no,32,20,35,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,7,1,7,296
7_LAL_002,lalehun_7_1_2_97,lophuromys_sikapusi,lophuromys,murinae,muridae,female,adult,78,139,no,20,17,29,NA,NA,yes,yes,6,2,NA,yes,ODK,lalehun,7,1,2,97
7_LAL_001,lalehun_7_1_2_90,crocidura_grandiceps,crocidura,crocidurinae,soricidae,female,juvenile,10,79,no,14,7,20,NA,NA,no,no,NA,0,NA,no,ODK,lalehun,7,1,2,90
4_SEI_012,seilama_4_2_2_96,lemniscomys_striatus,lemniscomys,murinae,muridae,male,juvenile,8,68,no,20,13,21,internal,no,NA,NA,NA,NA,NA,yes,ODK,seilama,4,2,2,96
4_SEI_011,seilama_4_2_1_33,mus_setulosus,mus,murinae,muridae,male,adult,10,68,no,18,11,15,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,4,2,1,33
6_BAI_010,baiama_6_1_7_256,praomys_rostratus,praomys,murinae,muridae,female,adult,35,114,no,22,18,24,NA,NA,yes,yes,3,0,NA,yes,ODK,baiama,6,1,7,256
4_LAL_020,lalehun_4_3_7_283,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,38,115,no,22,10,35,internal,yes,NA,NA,NA,NA,NA,no,ODK,lalehun,4,3,7,283
4_LAL_019,lalehun_4_3_7_293,lemniscomys_striatus,lemniscomys,murinae,muridae,male,juvenile,25,87,no,27,17,33,internal,no,NA,NA,NA,NA,NA,yes,ODK,lalehun,4,3,7,293
4_LAL_018,lalehun_4_3_7_254,rattus_rattus,rattus,murinae,muridae,male,adult,49,139,no,33,24,40,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,4,3,7,254
4_LAL_017,lalehun_4_3_7_250,mastomys_natalensis,mastomys,murinae,muridae,male,not_known,21,85,no,23,17,28,external,NA,NA,NA,NA,NA,NA,yes,ODK,lalehun,4,3,7,250
4_LAL_016,lalehun_4_3_5_231,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,male,adult,23,94,no,16,8,30,internal,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,4,3,5,231
4_LAL_015,lalehun_4_3_3_135,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,female,adult,21,95,no,16,6,22,NA,NA,yes,yes,3,3,NA,no,ODK,lalehun,4,3,3,135
4_LAL_014,lalehun_4_3_2_78,lophuromys_sikapusi,lophuromys,murinae,muridae,male,juvenile,32,59,no,19,15,29,internal,no,NA,NA,NA,NA,NA,yes,ODK,lalehun,4,3,2,78
4_LAL_013,lalehun_4_3_1_26,rattus_rattus,rattus,murinae,muridae,female,juvenile,42,129,no,32,22,38,NA,NA,no,yes,3,0,NA,yes,ODK,lalehun,4,3,1,26
4_LAL_005,lalehun_4_1_5_240,rattus_rattus,rattus,murinae,muridae,male,juvenile,49,130,no,30,20,34,internal,no,NA,NA,NA,NA,NA,yes,ODK,lalehun,4,1,5,240
4_LAL_004,lalehun_4_1_1_5,praomys_rostratus,praomys,murinae,muridae,male,adult,52,134,yes,30,24,36,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,4,1,1,5
4_LAL_003,lalehun_4_1_1_9,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,35,122,yes,20,9,30,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,4,1,1,9
4_LAL_002,lalehun_4_1_1_19,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,31,105,yes,18,10,38,NA,NA,yes,yes,3,0,NA,no,ODK,lalehun,4,1,1,19
4_LAL_001,lalehun_4_1_1_29,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,30,125,yes,19,12,35,NA,NA,yes,yes,3,3,NA,yes,ODK,lalehun,4,1,1,29
6_BAI_022,baiama_6_3_7_293,mastomys_natalensis,mastomys,murinae,muridae,female,adult,70,130,no,24,19,33,NA,NA,yes,yes,6,6,NA,yes,ODK,baiama,6,3,7,293
6_BAI_021,baiama_6_3_7_279,rattus_rattus,rattus,murinae,muridae,female,adult,71,143,no,33,23,35,NA,NA,yes,yes,4,5,NA,yes,ODK,baiama,6,3,7,279
6_BAI_019,baiama_6_3_7_206,mastomys_natalensis,mastomys,murinae,muridae,female,adult,29,98,no,23,19,28,NA,NA,yes,yes,3,0,NA,yes,ODK,baiama,6,3,7,206
6_BAI_018,baiama_6_3_3_108,malacomys_edwardsi,malacomys,murinae,muridae,male,adult,61,139,no,35,28,40,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,6,3,3,108
6_BAI_020,baiama_6_3_7_203,mastomys_natalensis,mastomys,murinae,muridae,male,adult,67,135,no,24,18,33,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,6,3,7,203
6_BAI_017,baiama_6_2_7_257,rattus_rattus,rattus,murinae,muridae,male,juvenile,26,96,no,30,18,38,internal,no,NA,NA,NA,NA,NA,yes,ODK,baiama,6,2,7,257
6_BAI_016,baiama_6_2_7_256,mastomys_natalensis,mastomys,murinae,muridae,male,adult,86,151,no,29,21,44,external,yes,NA,NA,NA,NA,NA,yes,ODK,baiama,6,2,7,256
6_BAI_015,baiama_6_2_7_248,rattus_rattus,rattus,murinae,muridae,male,juvenile,12,79,no,24,13,29,internal,no,NA,NA,NA,NA,NA,no,ODK,baiama,6,2,7,248
6_BAI_014,baiama_6_2_7_243,rattus_rattus,rattus,murinae,muridae,male,juvenile,21,119,no,28,18,35,internal,no,NA,NA,NA,NA,NA,yes,ODK,baiama,6,2,7,243
6_BAI_013,baiama_6_2_3_147,lophuromys_sikapusi,lophuromys,murinae,muridae,female,adult,61,141,no,24,16,41,NA,NA,yes,yes,3,0,NA,yes,ODK,baiama,6,2,3,147
6_BAI_012,baiama_6_2_3_116,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,female,adult,10,95,no,8,6,35,NA,NA,yes,no,NA,0,NA,no,ODK,baiama,6,2,3,116
6_BAI_011,baiama_6_2_2_96,rattus_rattus,rattus,murinae,muridae,male,juvenile,29,112,no,30,27,36,internal,no,NA,NA,NA,NA,NA,no,ODK,baiama,6,2,2,96
